username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
mrabhishek9386,10/29/2019 17:38,1,1,# terrorist # terrorism # alratv # younusalgohar # goharshahi # terror # goharshahiteaches # khatamenabuwat # isis # suficourse # islam # religion # trump # taliban # terroristas # alqaeda # terroristattack # livroterrorismonobrasil # terrorista # BaghdadiDiedLikeADog # Baghdadi # BaghdadiKilled https://twitter.com/TheFullVolume/status/1188821708364320773 …,,,# # # # # # # # # # # # # # # # # # # # # #,1.18916E+18,https://twitter.com/mrabhishek9386/status/1189159445701378048
SpecialCoverage,10/29/2019 17:30,0,1,जानें,,,,,
Modi_Nama,10/29/2019 17:30,0,2,बात तो सही है # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/m3ogF25W4q,,,# # # #,1.18916E+18,https://twitter.com/Modi_Nama/status/1189157433891008513
prabhasakshi,10/29/2019 17:25,0,0,बगदादी को कुत्ते की मौत मारने वाले ऑपरेशन का जल्द जारी होगा वीडियो # baghdadi # baghdadikilled http://bit.ly/2NkhLZD,,,# #,1.18916E+18,https://twitter.com/prabhasakshi/status/1189156300443340801
DeveshS36422039,10/29/2019 17:24,0,4,बगदादी को महिमामंडित करने वाले कालूतोष जैसे लोग क्या कायला मुलर के बारे में कुछ भी जानते हैं। # BaghdadiKilled @ ashutosh83Bhttps://twitter.com/OpIndia_in/status/1189154916889190401 …,,@,#,1.18916E+18,https://twitter.com/DeveshS36422039/status/1189155967738335232
RajeshRanastv,10/29/2019 17:05,1,3,सबसे खूंखार आतंकी बगदादी को खत्म करने में अपनी जान लगाने वाला डॉग। अमेरिकी आर्मी का ये डॉग बगदादी को मारने में हीरो बना है। जब बम ब्लास्ट हुआ तो यहीं डॉग जख्मी हुआ। ट्रम्प ने ये तस्वीर शेयर की है। # BaghdadiDiedLikeADog # BaghdadiKilled pic.twitter.com/EjU08Dql2G,,,# #,1.18915E+18,https://twitter.com/RajeshRanastv/status/1189151246474629121
Modi_Nama,10/29/2019 17:00,0,3,देश के लिए @ INCIndia निभा रही देशद्रोही की भूमिका # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/2KC6qqtkIl,,@,# # # #,1.18915E+18,https://twitter.com/Modi_Nama/status/1189149884257050627
rahulklein,10/29/2019 16:58,0,0,@ ashutosh83B जैसे कुछ पत्रकार नेता और # UrbanNaxals बन जाते हैं # BaghdadiDiedLikeADog # Baghdadi # BaghdadiKilled # BaghdadiDead # जनसंख्या_एक_समस्या # जय_श�,,@,# # # # # # # # # # # #,1.18915E+18,https://twitter.com/rahulklein/status/1189149528466718721
Yudishrivastav,10/29/2019 16:53,1,1,Someone should teach this man,,,,,
rkrai902,10/29/2019 16:49,1,2,ट्रम्प खुश है क्योंकि एक आतंकवादी का खत्म हुआ है। ओबामा दुःखी था क्योंकि 'एक मुसलमान का खात्मा करना पड़ा था' ,,,,,
i_singh_,10/29/2019 16:45,0,0,Underc̶o̶v̶e̶r̶ wear Operation # ISISChiefBaghdadi # ISISleaderDead # BaghdadiKilled # Baghdadi # WashingtonPostDeathNotices # TrumpMeltdown # Kashmir # Pakistan # TuesdayMotivationpic.twitter.com/YJgCArKJGV,,,# # # # # # # # #,1.18915E+18,https://twitter.com/i_singh_/status/1189146236365889537
JagranNews,10/29/2019 16:44,4,21,अंडरवियर और खून के नमूने से हुई बगदादी की पहचान,,,,,
thesinghnikhil,10/29/2019 16:38,0,0,@ RahulGandhi @ ArvindKejriwal @ BDUTT @ ravishndtv @ sardesairajdeep # ndtv # aajtak # indiatv # republictv # News18 # Indianews # Tv9 # BaghdadiDiedLikeADog # BaghdadiKilled # Baghdadi # ISISleaderDead # ISISChiefBaghdadi # Muslims # Shamelesspic.twitte,,@ @ @ @ @,# # # # # # # # # # # # # #,1.18914E+18,https://twitter.com/thesinghnikhil/status/1189144408551124993
JagranNews,10/29/2019 16:37,20,109,खुद को छिपाने की तरह ही पैसे छिपाने में ही माहिर था बगदादी,,,,,
Modi_Nama,10/29/2019 16:31,0,1,@ narendramodi सरकार में # भारतीय # रेलवे हुआ पहले से कहीं ज्यादा मुस्तैद # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/Jqg1EjgNxM,,@,# # # # # #,1.18914E+18,https://twitter.com/Modi_Nama/status/1189142585551376384
NewsTalkPD,10/29/2019 16:20,0,0,Why do taxpayers have to fund NPR when it’s so pro Baghdadi? NAtional Public Radio has always been a left wing news staff that bashes the US at every opportunity. Stop paying them. Let them compete with commercial radio! # BaghdadiKilled # ISISleaderDeadhttps://www.breitbart.com/politics/2019/10/28/npr-praises-terrorist-baghdadi-he-was-a-real-leader-a-movement-weve-never-seen-before/ …,,,# #,1.18914E+18,https://twitter.com/NewsTalkPD/status/1189139923447767040
mataonline,10/29/2019 16:17,1,5,...म्हणून बगदादीविरुद्धच्या कारवाईला 'ऑपरेशन कायला मुलर' हे नाव! https://maharashtratimes.indiatimes.com/international/international-news/us-names-operation-to-kill-al-baghdadi-in-honour-of-woman-killed-by-isis/articleshow/71805112.cms … # Baghdadi # BaghdadiKilled # ISISChiefBaghdadi # ISIS,,,# # # #,1.18914E+18,https://twitter.com/mataonline/status/1189139161657176065
singh_raj_yash,10/29/2019 16:17,0,2,I see just five peaceful women here. What about the other 67 who will contend for # BaghdadiKilled ? God I had to count them again to get to 5. All I can see is burqas flying and kids falling.,,,#,1.18914E+18,https://twitter.com/singh_raj_yash/status/1189139100135067649
singh_raj_yash,10/29/2019 16:13,0,1,How do you dispose evil incarnate ? # BaghdadiKilled https://twitter.com/Reuters/status/1189005483694350336 …,,,#,1.18914E+18,https://twitter.com/singh_raj_yash/status/1189138184476606464
Iran,10/29/2019 16:00,5,25,US after region’s oil: Iranian Speaker # Iran # US # Oil # BaghdadiKilled https://theiranproject.com/blog/2019/10/29/us-after-regions-oil-iranian-speaker/ …,,,# # # #,1.18913E+18,https://twitter.com/Iran/status/1189134784796209153
Modi_Nama,10/29/2019 15:40,0,2,जो काम हिंदुस्तान में @ INCIndia करती है वही काम दुनिया में # पाकिस्तान करता है # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/Q3HzyHziQq,,@,# # # # #,1.18913E+18,https://twitter.com/Modi_Nama/status/1189129750834569218
ErSudhirOjha,10/29/2019 15:35,0,0,बगदादी जो अमन की राह में चलते हुए बम फोड़कर दुनिया मे अमन लाना चाहता था वो उसके निधन से दुनिया ने महान फुटबॉलर और सच्चे जिहादी को खो दिया है ये अलग बात है कि फूटबाल तो नेहरु जी को भी पसंद थी,,,,,
PrriyaRaj,10/29/2019 15:35,0,0,डोनाल्ड ट्रंप ने जारी की उस बहादुर कुत्ते की फ़ोटो जिसने रोते,,,,,
Im_SKJoshi,10/29/2019 15:27,0,1,चलो अच्छा हुआ कि बगदादी को यूएस आर्मी ने मारा कहीं अगर इंडियन आर्मी ने मारा होता तो यह सबूत मांगने वालों की लाइन लग जाती @ DrKumarVishwas @ TheSamirAbbas @ sardanarohit # BaghdadiKilled # BaghdadiDead # Baghdadi # Bagdadi,,@ @ @,# # # #,1.18913E+18,https://twitter.com/Im_SKJoshi/status/1189126525867573249
Spatel1982,10/29/2019 15:25,0,0,Baghdadi कैसे मरा कुत्ते की मौत? जानिए यहाँ… # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # ISISLeaderDead # Trump2020 # PresidentTrump # SaudiArabia # KashmirTruthTour https://www.360samachar.com/abu-bakr-al-baghdadi-killed-like-a-dog/ … via @ 360Samachar,,@,# # # # # # # #,1.18913E+18,https://twitter.com/Spatel1982/status/1189126175538311170
JasBJP,10/29/2019 15:21,19,10,बगदादी मारा गया ,,,,,
eccapecca,10/29/2019 15:20,0,0,Ah ok i got it. # Baghdadi dad is not at sea. The dog ate it. Quite right? # BaghdadiKilled,,,# #,1.18912E+18,https://twitter.com/eccapecca/status/1189124806731620352
krchandan,10/29/2019 15:13,0,0,वो # बगदादी की सोच नहीं शौच थी। # Bagdadi # BaghdadiDiedLikeADog # Baghdadi # BaghdadiKilled,,,# # # # #,1.18912E+18,https://twitter.com/krchandan/status/1189123042074607616
Sangeeta34253,10/29/2019 15:10,4,15,Sahi bola na ... # Bagdadi # BaghdadiKilled pic.twitter.com/DQmZrDJVtl,,,# #,1.18912E+18,https://twitter.com/Sangeeta34253/status/1189122298399211520
Modi_Nama,10/29/2019 15:10,1,6,अगली दिवाली होगी # POK वाली # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndia # JammuKashmirpic.twitter.com/zHxMvyLm2l,,,# # # # # #,1.18912E+18,https://twitter.com/Modi_Nama/status/1189122201116540929
fightingtheleft,10/29/2019 15:09,0,0,# Baghdadi Lets rejoice the bastard is dead,,,,,
krchandan,10/29/2019 15:03,0,1,बगदादी के मरने पर दीवाली मना तो पुरे देश में और क्या चाहते हो ? तुमने गमीं में‌ दीवाली नहीं मनाया क्या ? # बगदादी_मारा_गया # बगदादी # बग़दादी # Bagdadi # BaghdadiKilled # BaghdadiDiedLikeADoghttps://twitter.com/PJkanojia/status/1188742673227644928 …,,,# # # # # #,1.18912E+18,https://twitter.com/krchandan/status/1189120564620861445
Svivek397,10/29/2019 14:52,0,3,गया बग़दादी गया ! एक और शांतिप्रिय विध्वंशक,,,,,
_ensine,10/29/2019 14:51,1,1,US hostage Kayla Mueller had her fingernails pulled out before being repeatedly raped by what the @ washingtonpost called,,,,,
JoeJackson206,10/29/2019 14:48,0,0,Somebody else ask me why I'm skeptical about the importance of # BaghdadiKilled and I'll count on 2 hand the numer of post-Bin Laden purple hearts from # Iraqistan in my family. But fuck me,,,,,
360Samachar,10/29/2019 14:48,0,0,Baghdadi कैसे मरा कुत्ते की मौत? जानिए यहाँ… # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # ISISLeaderDead # Trump2020 # PresidentTrump # SaudiArabia # KashmirTruthTour https://www.360samachar.com/abu-bakr-al-baghdadi-killed-like-a-dog/ … via @ 360Samachar,,@,# # # # # # # #,1.18912E+18,https://twitter.com/360Samachar/status/1189116773708099584
TheWeekLive,10/29/2019 14:47,2,1,Baghdadi's underpants proved to be a crucial evidence to establish his identity as he frequently changed his places of residence https://bit.ly/2Wmtv1P # Baghdadi # BaghdadiKilled @ PolatCanRojava # SDF,,@,# # #,1.18912E+18,https://twitter.com/TheWeekLive/status/1189116631089205249
ZiaRahm20981007,10/29/2019 14:42,0,1,ट्रम्प कह रहा है कि हमने ओबामा के चेले बगदादी को मार दिया है,,,,,
DuniyaTak,10/29/2019 14:42,0,0,एक मौलाना ने पूरे पाकिस्तान को हिला डाला ! # BaghdadiKilled # BaghdadiDiedLikeADoghttps://www.youtube.com/watch?v=khesyU0MGS8 …,,,# #,1.18912E+18,https://twitter.com/DuniyaTak/status/1189115334201991169
ZiaRahm20981007,10/29/2019 14:41,1,0,ट्रम्प कह रहा है कि हमने ओबामा के चेले बगदादी को मार दिया है,,,,,
Modi_Nama,10/29/2019 14:40,0,1,@ INCIndia ने बनाया है सिर्फ धर्म के नाम पर सबको बेवकूफ @ priyankagandhi # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/YBvvIcf4mY,,@ @,# # # #,1.18911E+18,https://twitter.com/Modi_Nama/status/1189114651398811648
Vishalsrivas,10/29/2019 14:28,0,0,दुनियाभर में तबाही मचाने वाला यह संगठन रोज कमाता है 10 करोड़,,,,,
UrbanFitoor,10/29/2019 14:23,0,2,K9 warrior. Wounded while chasing # Baghdadi in that tunnel. Recovered fast,,,,,
ChocolatyGirl21,10/29/2019 14:19,0,20,बाई द वे,,,,,
Nkhatrii007,10/29/2019 14:17,0,0,Hats off to the # brave_soldier who killed the dog # Baghdadi. # BaghdadiDiedLikeADog # BaghdadiKilled # BaghdadiDead @ realDonaldTrump @ Reuterspic.twitter.com/uhNrV8WkvZ,,@ @,# # # # #,1.18911E+18,https://twitter.com/Nkhatrii007/status/1189109025545154565
islamtimes_ur,10/29/2019 14:15,0,0,ابوبکر # البغدادی کی ہلاکت (نقطہ نظر) https://www.islamtimes.org/ur/article/824476/ … # alBaghdadi # Baghdadi # BaghdadiKilled # BaghdadiIsDead # Trump # Trump2020 # TrumpBooedpic.twitter.com/aHld5tGEIY,,,# # # # # # # #,1.18911E+18,https://twitter.com/islamtimes_ur/status/1189108385402232833
Modi_Nama,10/29/2019 14:10,0,3,अब कौन लेगा # Baghdadi की जगह # TuesdayThoughts # BhaiyaDooj # BaghdadiKilled # NewIndiapic.twitter.com/qVo4fvKv6m,,,# # # # #,1.18911E+18,https://twitter.com/Modi_Nama/status/1189107101659848704
islamtimes_ur,10/29/2019 14:09,0,0,دہشتگردی کا نیا امریکی ورژن کیا ہوگا۔؟ (نقطہ نظر) https://www.islamtimes.org/ur/article/824284/ … # alBaghdadi # Baghdadi # BaghdadiKilled # BaghdadiIsDead # Trump # Trump2020 # TrumpBooedpic.twitter.com/QPL1ks8v4D,,,# # # # # # #,1.18911E+18,https://twitter.com/islamtimes_ur/status/1189107051814895617
JakirHo86545903,10/29/2019 14:02,0,0,# BaghdadiKilled for the fifth time!! pic.twitter.com/ET1JZFgxS8,,,#,1.18911E+18,https://twitter.com/JakirHo86545903/status/1189105114944069634
JakirHo86545903,10/29/2019 14:01,0,0,# BaghdadiKilled for the fifth time!!! Give me some poison,,,,,
Nkhatrii007,10/29/2019 14:00,0,2,Is @ realDonaldTrump lying then.! # Baghdadi # BaghdadiKilled https://twitter.com/guardian/status/1189079681397645312 …,,@,# #,1.1891E+18,https://twitter.com/Nkhatrii007/status/1189104781194870784
JagranNews,10/29/2019 14:00,14,140,जानिए बगदादी और ओसामा को मारने में किसने निभाई मुख्य भूमिका जिसकी ट्रंप ने भी की तारीफ # BaghdadiDiedLikeADog # BaghdadiKilled # TrumpHailsWonderfulDog # DogCairoInBaghdadiOperationhttps://www.jagran.com/world/america-know-who-played-the-lead-role-in-killing-baghdadi-and-osama-which-trump-also-praised-jagran-special-19707301.html …,,,# # # #,1.1891E+18,https://twitter.com/JagranNews/status/1189104715763613696
